Date,Startup,type,SubVertical,city,Investors Name,investment type,Amount cr
,TOPPR,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,44.8
,NIRAMAI,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,0.0
,THE OFFICE PASS,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,3.43
,URBANCLAP,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,43.4
,AWFIS,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,280.0
,MYRA,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,0.0
,FLYTXT,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,154.0
,HOWDY VENTURES,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,21.0
,STALKBUYLOVE,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,14.0
,ZIPGO,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0.0
,SCOOTSY,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,50.4
,AUTOBIX,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,0.0
,ESHIKSHA,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,0.0
,INURTURE,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,21.0
,SEPALIKA,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,10.5
,MINTWALK,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,0.0
,QRIYO,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,0.0
2017-01-03,OLA,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,4620.0
2017-01-03,BELONG,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,140.0
2017-01-03,SEENIT,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,0.0
2017-01-03,PAALAK,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,0.0
2017-02-03,CELES CARE,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21.0
2017-02-03,KAROMI,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,7.0
2017-02-03,RED CARPET,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,35.0
2017-02-03,KREATE KONNECT,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,0.0
2017-02-03,CREDITMANTRI,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,106.4
2017-03-03,LETS ENDORSE,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,0.0
2017-03-03,TYDY,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,3.85
2017-03-03,NACTUS,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,0.0
2017-03-03,OHO SHOP,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,93.8
2017-03-03,EMOJIFI,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,0.0
2017-03-03,PAYTM MARKETPLACE,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,2800.0
2017-04-03,IGENETICS,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,273.0
2017-06-03,JUNO CLINIC,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,16.8
2017-06-03,SUMMERLABEL,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,2.1
2017-06-03,PICKME,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,25.06
2017-07-03,AGROSTAR,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,140.0
2017-07-03,ZAPR,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,140.0
2017-07-03,DATA RESOLVE,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,14.0
2017-07-03,BOOK SERVICING,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.42
2017-07-03,BLOWHORN,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,51.1
2017-08-03,RIVIGO,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,210.0
2017-08-03,PIPECANDY,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,15.4
2017-08-03,SUPR DAILY,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,1.68
2017-08-03,PARENTUNE,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,0.0
2017-09-03,APPBROWZER,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,7.0
2017-09-03,MAGICBRICKS,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,63.0
2017-10-03,PEEBUDDY,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,6.202
2017-10-03,IORDERFRESH,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,0.0
2017-10-03,LAVELLE NETWORKS,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,8.4
2017-10-03,PROPERTYSHARE,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,0.0
,MYDERMACY,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,0.0
,LATESTONE,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,46.9
,FRAPPERZ,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,1.4
,MPAANI,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,18.9
,SHILPMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,0.0
,POPXO,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,43.4
,FITSO,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,2.8
,FARMART,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed Funding,0.0
,FLIPKART,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,19600.0
,AIRPAY,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,51.38
,MYGLAMM,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,74.2
,THE MONS CO.,eCommerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,0.0
,HAQDARSHAK,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,2.674
,IXIGO,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,210.0
,MARKETS AND MARKETS,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,784.0
,BIZOM,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,5.348
,BABYONBOARD,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,0.0
,DELHIVERY,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,1400.0
,SPORT FLASHES,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,0.0
,FYND,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,7.0
,WIGZO,Technology,Enterprise Automation suite,New Delhi,3one4 capital,Private Equity,0.0
,DONETHING,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,4.2
,ZAPYLE,ECommerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,0.0
,ITHAKA,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,4.55
,PERPULE,eCommerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding,9.1
,BYJUS,Consumer Internet,Online Education Platform,Bangalore,Verlinvest,Private Equity,0.0
,LICIOUS,ECommerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,140.0
,MEDINFI,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,0.7
,INDUS OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,0.0
,EMFLUX MOTORS,Technology,Electric Motorcycle manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,0.0
,KLINIC APP,Consumer Internet,Pathology & Diagnostic Tests Portal,Gurgaon,Om Chaudhry,Seed Funding,0.0
,JHAKAAS,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,2.17
,ORIANO SOLAR,Technology,Turnkey Solar Solutions,Mumbai,Samridhi Fund,Private Equity,42.0
,BIGBASKET,ECommerce,Online Grocer,Bangalore,Trifecta Capital,Private Equity,98.0
,ROOTER,Consumer Internet,Sports engagement platform,New Delhi,Intex Technologies,Private Equity,0.0
,FALCONBRICK,Technology,Real-Estate Workflow mobile app,Bangalore,"Satveer Thakral, LetsVenture, Mumbai Angels",Seed Funding,0.0
,ICERTIS,Technology,ERP solutions provider,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,350.0
2017-02-02,CLODURA,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,0.0
2017-03-02,STOCKROOM.IO,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,0.0
2017-06-02,CAPITAL FLOAT,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,Private Equity,35.0
2017-06-02,IMANAGEMYHOTEL,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,0.0
2017-07-02,INNER HOUR,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,6.3
2017-07-02,TRAVEL TRIANGLE,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,140.0
2017-08-02,WANDERTRAILS,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,14.0
2017-08-02,ZENATIX,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,16.8
2017-08-02,CARTRADE,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,770.0
2017-08-02,MINDYOURFLEET,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,0.0
2017-08-02,EDUREV,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,0.56
2017-09-02,VOONIK,ECommerce,Women Apparel & Lifestyle etailer,Bangalore,"RB Investments, Sequoia Capital",Private Equity,84.0
2017-09-02,1CROWD,Finance,Startup Crowd-funding platform,Mumbai,Ganesh Natarajan,Seed Funding,0.0
2017-09-02,WOOPLR,ECommerce,Women Fashion Portal,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,112.0
2017-10-02,48EAST,ECommerce,Online Food Delivery Platform,Bangalore,Al Dhaheri family,Private Equity,7.0
2017-10-02,REDESYN,Consumer Internet,Tech Enabler for Artists,Mumbai,ThinQbate,Seed Funding,0.0
,SIGTUPLE,Technology,Medical Automation platform,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,81.2
,FLUTURA,Technology,Decision Sciences Analytics Solutions,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,105.0
,WASSUP,Consumer Internet,On Demand Laundry & Dry Cleaning Services,Chennai,Anil Jain & other HNIs,Private Equity,44.8
,BETTER MORTGAGE,Consumer Internet,Mortgage Offering Platform,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,210.0
,NURTUREY,Consumer Internet,Parenting Mobile App,New Delhi,Mohit Joshi & Others,Seed Funding,4.62
,FYLE,Technology,Expense Management Solution,Bangalore,Pravega Ventures,Seed Funding,5.6
,GOBUMPR,Consumer Internet,Online Bike & Car Services provider,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,4.2
,CCAVENUE,Consumer Internet,Online Payment Gateway,Mumbai,Infibeam,Private Equity,313.6
,CONNAIZEN,Technology,Data Analytics platform,New Delhi,Vikram Sud,Seed Funding,0.0
,INNOV8,Consumer Internet,Co-Working Space Platform,New Delhi,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",Seed Funding,0.0
,ZESTMONEY,Consumer Internet,Online Consumer Lending platform,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,91.0
,AIRZAAR,Technology,Drone operations management platform,Missourie,Quake Capital,Seed Funding,4.9
,TRUEBIL,Consumer Internet,Online Marketplace for Used Cars,Mumbai,Shunwei Capital,Private Equity,42.0
,YOURSTORY,Consumer Internet,Online Media,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,42.0
,IMAGINATE,Technology,AR & VR platform,Hyderabad,SRI Capital,Seed Funding,7.0
,THE KEN,Consumer Internet,Online Media Platform,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,5.6
,URBAN LADDER,ECommerce,Online Furniture Store,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,212.8
,AISLE,Consumer Internet,Online match-making app,Bangalore,"Konglo Ventures, White Unicorn Ventures, LetsVenture",Seed Funding,0.0
,TOWNSCRIPT,Consumer Internet,DIY event registration and ticketing portal,Pune,BookMyShow,Private Equity,0.0
,LEOPETRA,eCommerce,Solution provider for pet needs,Mumbai,Facebook FBStart,Seed Funding,0.56
,BLOOD N CARE,Consumer Internet,First Aid care app,Gurgaon,Facebook FBStart,Seed Funding,0.56
,FLIPKART,eCommerce,Online Marketplace,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,541.8
,TRUE BALANCE,Consumer Internet,Mobile balance Checking App,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,210.0
,VEBBLER,Consumer Internet,Photo Sharing for Groups,Bangalore,Facebook FBStart,Seed Funding,0.56
,GET MY PARKING,Consumer Internet,Smart Parking Platform,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,15.4
,LETS REAP,Consumer Internet,B2B Mobile App for Pharmacies,Mumbai,"Kunal Shah, Sandeep Tandon, Nitin Saluja, Gagan Goyal",Seed Funding,0.0
,OGLAS,Consumer Internet,Mobile Advertising App,Noida,"Pankaj Rungta, Yogesh Agarwal",Seed Funding,0.0
,STAYDOBE,Consumer Internet,Co-Living Spaces Aggregator,Bangalore,Ishan Manaktala,Seed Funding,0.0
,BIRYANI BY KILO,Consumer Internet,Online Food Ordering & Delivery Portal,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,5.25
,JOHARI SHOP,ECommerce,Online Jewellery etailer,Bangalore,Undisclosed Investors,Seed Funding,1.316
,NEOSTENCIL,Consumer Internet,Live Online Coaching Classes,New Delhi,"Brand Capital, Paragon Trust",Private Equity,14.0
,BLACKBUCK,Logistics,Online freight aggregator,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,980.0
2017-02-01,TAXSUTRA,Consumer Internet,Online Tax Filing platform,Pune,"TV Mohandas Pai, V Balakrishnan, PV Srinivasan",Seed Funding,5.124
2017-03-01,TEMPOGO,Technology,IoT & SAAS Solutions for Transportation Industry,Panaji,K2 Capital,Seed Funding,11.55
2017-03-01,GOFYND,ecommerce,Fashion ecommerce portal,Mumbai,"Anand Chandrasekaran, Rajiv Mehta, Ramakant Sharma",Seed Funding,0.0
2017-03-01,VOW CAR CLINIC,Consumer Internet,Online/App Based Car cleaning service provider,Gurgaon,Vishal Malik,Seed Funding,0.0
2017-04-01,LEARNTRON,Technology,Blended Learning Delivery App for Schools & Corporates,Chennai,Kae Capital,Seed Funding,0.0
2017-05-01,MOBIDENT,Consumer Internet,Dentist Appointments booking platform,Bangalore,DanGold Investment Corp,Private Equity,0.0
2017-05-01,YOSTRA,Technology,Healthcare Technology Solutions,Bangalore,"Marico Innovation Foundation (MIF), Villgro",Private Equity,0.0
2017-06-01,LEAP INDIA,Logistics,Supply Chain Solutions Provider,Mumbai,"India Nivesh Growth Fund, Sixth Sense, TCI Ventures",Private Equity,182.0
2017-07-01,FREECHARGE,Consumer Internet,Mobile Wallet,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,798.0
2017-09-01,TICKETNEW,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba Pictures,Private Equity,490.0
2017-10-01,INTELLIGENCE NODE,Technology,SAAS Based Retail Analytics Solutions,Mumbai,BlackSoil Capital Pvt Ltd,Private Equity,11.2
2017-10-01,SECURENS,Technology,e-surveillance services provider,Mumbai,"Mayfield India, Trifecta Capital",Private Equity,70.0
2017-10-01,LOAN FRAME,Consumer Internet,Small Business Loans Marketplace platform,Gurgaon,"Vedanta Capital, William Campbell, Toos N Daruvala",Private Equity,31.5
2017-10-01,DRIVESKOOL,Consumer Internet,online marketplace for driving schools,Bangalore,Aavya Ventures,Seed Funding,0.0
2017-10-01,MEDINFI,Consumer Internet,Doctor & Clinic Discovery portal,Bangalore,"Vinod Martin, Evan Lim, Kanchan Ghoshal, Ram Kumar Kakani",Seed Funding,1.4
2017-10-01,LENSKART,eCommerce,Online eyewear retailer,Bangalore,Ronnie Screwvala,Private Equity,49.0
2017-11-01,INSTAOFFICE,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Zishaan Hayath, Karan Chellani, Mohit Satyan",Seed Funding,0.0
2017-12-01,HANSEL.IO,Consumer Internet,Real-time Mobile App Management Platform,Bangalore,"IDG Ventures, Endiya Partners",Private Equity,18.9
